"title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Ten Commandments Number 9: Thou Shalt Not Covet Thy Neighbour's Goods, The",1995,5,NA,7.6,5,0,0,0,0,24.5,0,24.5,64.5,0,0,"",0,1,1,0,0,0,1
"Une flamme dans mon coeur",1987,106,NA,6.7,38,4.5,0,4.5,4.5,4.5,14.5,14.5,14.5,24.5,4.5,"",0,0,0,0,0,0,0
"Assignment K",1968,97,NA,4.7,19,0,4.5,4.5,34.5,24.5,4.5,14.5,0,0,14.5,"",1,0,0,1,0,0,0
"Roberta",1999,85,NA,4,15,0,4.5,14.5,24.5,14.5,0,14.5,0,24.5,14.5,"",0,0,0,1,0,0,0
"Lunes al sol, Los",2002,113,4000000,7.8,1466,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,0,1,0,0,0
"Lt. Robin Crusoe, U.S.N.",1966,110,NA,4.9,208,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"",0,0,1,0,0,0,0
"Flora",1995,25,NA,6.9,6,0,0,0,14.5,14.5,14.5,34.5,14.5,0,0,"",0,0,0,0,0,0,1
"Undercover Man",1942,68,NA,7.5,13,0,0,0,0,4.5,4.5,4.5,24.5,24.5,34.5,"",1,0,0,0,0,0,0
"Gottlieb",2001,35,NA,6.6,13,0,0,0,0,4.5,24.5,24.5,14.5,24.5,4.5,"",0,0,0,0,0,0,1
"Nakhoda Khorshid",1987,117,NA,6.9,13,14.5,0,0,4.5,0,0,14.5,14.5,24.5,24.5,"",0,0,0,0,0,0,0
"Sfaires den gyrizoun piso, Oi",1967,116,NA,7.5,44,4.5,0,0,0,0,0,24.5,74.5,0,4.5,"",0,0,0,1,0,0,0
"Red River Valley",1936,60,75000,6.6,20,0,0,4.5,4.5,24.5,14.5,24.5,14.5,14.5,14.5,"",0,0,0,0,0,0,0
"Murder by Phone",1982,79,NA,4.9,71,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Key Largo",1948,101,NA,7.8,5085,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,"",0,0,0,1,0,0,0
"Iron Curtain, The",1948,87,NA,6,35,4.5,4.5,0,4.5,24.5,14.5,24.5,24.5,4.5,4.5,"",0,0,0,0,0,0,0
"Chronicle History of King Henry the Fift with His Battell Fought at Agincourt in France, The",1944,137,NA,7.8,862,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,0,0
"Let My Puppets Come",1976,45,NA,3.2,30,14.5,14.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,14.5,"",0,0,1,0,0,0,0
"Filles de madame Claude, Les",1980,79,NA,3.1,6,14.5,14.5,34.5,0,14.5,0,0,0,14.5,0,"",0,0,0,0,0,1,0
"Avenging Angel",1985,93,NA,3.7,184,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"",1,0,0,0,0,0,0
"Amor vertical",1997,100,NA,6.1,42,4.5,0,0,4.5,14.5,14.5,24.5,24.5,4.5,4.5,"",0,0,0,0,0,0,0
"In the Bag",1956,7,NA,7.7,30,4.5,4.5,0,0,4.5,4.5,4.5,14.5,14.5,45.5,"",0,1,1,0,0,0,1
"Hakuchi",1999,146,NA,7.7,17,4.5,4.5,4.5,0,4.5,14.5,4.5,24.5,4.5,24.5,"",0,0,0,0,0,0,0
"Copper Mountain",1983,60,NA,2.6,116,44.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"",0,0,1,0,0,0,0
"Vacheries",1990,26,NA,8.5,10,0,0,0,0,0,0,34.5,24.5,45.5,0,"",0,0,0,0,0,0,1
"Offering, The",1966,80,NA,7.4,9,0,0,0,0,14.5,14.5,24.5,34.5,24.5,0,"",0,0,0,0,0,0,0
"Anno zero - guerra nello spazio",1977,89,NA,3.2,23,34.5,4.5,24.5,4.5,4.5,4.5,4.5,0,0,4.5,"",0,0,0,0,0,0,0
"Reivers, The",1969,107,NA,6.9,291,4.5,0,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,1,0,0,0
"Housebound",2000,89,NA,5.3,29,14.5,14.5,0,14.5,14.5,4.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"I've Gotta Horse",1965,92,NA,3.1,7,14.5,14.5,14.5,0,0,14.5,0,14.5,0,24.5,"",0,0,1,0,0,0,0
"Bushwhackers, The",1952,70,NA,4.8,24,0,4.5,4.5,4.5,14.5,24.5,4.5,14.5,4.5,14.5,"",0,0,0,0,0,0,0
"Voice of Bugle Ann, The",1936,72,NA,6.4,26,0,0,0,0,4.5,14.5,14.5,14.5,14.5,34.5,"",0,0,0,1,0,0,0
"Ups and Downs",1937,21,NA,5.9,11,0,0,0,0,14.5,34.5,14.5,14.5,0,4.5,"",0,0,0,0,0,0,1
"Cheat, The",1931,74,NA,6.2,10,14.5,0,0,0,14.5,14.5,45.5,24.5,0,0,"",0,0,0,0,0,0,0
"Egon Schiele - Exzesse",1981,88,NA,6.4,30,0,0,0,4.5,4.5,24.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Valley Girl",1983,99,350000,5.9,2039,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"",0,0,1,0,0,1,0
"Strange Love of Martha Ivers, The",1946,116,NA,7.3,589,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,0,0
"Liebe im Schatten des Drachen",1998,87,NA,5.1,17,0,14.5,4.5,14.5,14.5,14.5,24.5,4.5,0,0,"",0,0,0,0,0,0,0
"Blood Bath",1976,86,NA,2,22,34.5,14.5,14.5,4.5,4.5,0,4.5,0,4.5,14.5,"",0,0,0,0,0,0,0
"Inside Candy Samples",1984,79,NA,5.7,8,0,14.5,0,14.5,24.5,0,24.5,0,24.5,0,"",0,0,0,0,0,0,0
"Attack from Space",1964,76,NA,4,12,14.5,0,14.5,14.5,4.5,14.5,4.5,14.5,0,0,"",1,0,0,0,0,0,0
"Ik kom wat later naar Madra",1965,26,NA,7.1,5,0,0,0,0,24.5,24.5,24.5,24.5,24.5,0,"",0,0,0,1,0,0,1
"Spring Madness",1938,67,NA,4.7,23,4.5,14.5,4.5,24.5,24.5,4.5,14.5,0,0,4.5,"",0,0,1,0,0,0,0
"Dusza spiewa z cyklu 'Opowiesci weekendowe'",1997,56,NA,7.2,7,0,0,0,14.5,0,14.5,0,24.5,14.5,24.5,"",0,0,0,0,0,0,0
"Of Rice and Hen",1953,7,NA,6.7,26,0,0,4.5,14.5,4.5,14.5,34.5,14.5,14.5,0,"",0,1,1,0,0,0,1
"Maffia, La",1972,120,NA,8.3,8,0,0,0,0,0,14.5,0,34.5,34.5,14.5,"",0,0,0,0,0,0,0
"Male Animal, The",1942,101,NA,7.1,131,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"",0,0,1,0,0,1,0
"Guide for the Married Man, A",1967,89,NA,6.4,437,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"",0,0,1,0,0,0,0
"Superstau",1991,80,NA,5.6,114,4.5,4.5,4.5,4.5,24.5,14.5,24.5,4.5,4.5,14.5,"",0,0,1,0,0,0,0
"Boop-Oop-A-Doop",1932,9,NA,7.5,17,0,0,0,0,14.5,14.5,24.5,14.5,14.5,14.5,"",0,1,0,0,0,0,1
"On Moonlight Bay",1951,95,NA,6.7,263,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"",0,0,1,0,0,0,0
"Peking Express",1951,95,NA,4.8,8,0,24.5,0,14.5,14.5,24.5,14.5,14.5,0,0,"",1,0,0,1,0,1,0
"One Too Many",1916,16,NA,4,12,4.5,4.5,24.5,14.5,4.5,4.5,24.5,0,0,0,"",0,0,1,0,0,0,1
"EMR",2004,87,NA,8,13,4.5,0,0,4.5,4.5,0,4.5,4.5,4.5,45.5,"",0,0,0,0,0,0,0
"Lawyer, The",1970,120,NA,6,31,0,0,4.5,4.5,14.5,24.5,14.5,14.5,0,14.5,"",0,0,0,1,0,0,0
"Por la libre",2000,96,NA,7.2,119,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,1,0,0,0,0
"Camera Obscura",2000,99,NA,4.1,42,24.5,4.5,4.5,4.5,0,4.5,4.5,14.5,4.5,34.5,"",0,0,0,1,0,0,0
"Cycle Savages, The",1969,82,NA,4.6,43,14.5,4.5,14.5,24.5,14.5,4.5,14.5,4.5,4.5,4.5,"",1,0,0,1,0,0,0
"X",1996,97,NA,5.8,569,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",1,1,0,0,0,0,0
"Fleurs de Maria Papadopylou, Les",1995,8,NA,1,12,100,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,1
"Totem: The Return of the G'psgolox Pole",2003,70,NA,4.1,5,0,0,0,44.5,0,0,44.5,24.5,0,0,"",0,0,0,0,1,0,0
"Long xiao ye",1982,90,NA,6.5,304,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Ging chaat goo si",1985,90,NA,7.4,1644,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",1,0,1,0,0,0,0
"A-Haunting We Will Go",1942,68,NA,5.6,81,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,"",0,0,1,0,0,0,0
"Professional Courtesy",2003,27,30000,8,5,0,0,0,0,0,24.5,24.5,24.5,24.5,24.5,"",0,0,0,0,0,0,1
"Moglie in bianco... l'amante al pepe, La",1980,96,NA,4.7,12,0,4.5,24.5,0,0,24.5,14.5,0,0,24.5,"",0,0,1,0,0,0,0
"Politics of Fur, The",2002,77,NA,6.8,55,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"",0,0,0,1,0,0,0
"How to Murder Your Wife",1965,118,NA,6.5,662,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",0,0,1,0,0,0,0
"Coming Out",2001,40,NA,8.9,5,0,0,0,0,0,0,0,24.5,24.5,64.5,"",0,0,0,0,0,0,1
"Aufruhr im Schlaraffenland",1957,80,NA,5.5,7,0,0,14.5,0,14.5,45.5,0,14.5,0,0,"",0,0,0,0,0,0,0
"Hot Dogs: Wau - wir sind reich!",1999,84,NA,3.1,30,24.5,4.5,14.5,4.5,14.5,4.5,14.5,14.5,0,14.5,"",0,1,0,0,0,0,0
"Play Dead",2001,79,NA,5.6,36,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,"",0,0,1,0,0,0,0
"Shuang xiong",2003,100,NA,5.8,111,4.5,0,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Tonny",1962,86,NA,6.1,7,0,0,0,0,14.5,14.5,45.5,14.5,0,0,"",0,0,0,0,0,0,0
"Trzecia czesc nocy",1971,105,NA,7,29,0,4.5,4.5,4.5,0,14.5,4.5,24.5,4.5,44.5,"",0,0,0,0,0,0,0
"Shake, Rattle & Rock!",1956,72,79000,5.1,27,0,14.5,14.5,4.5,24.5,4.5,24.5,0,4.5,4.5,"",0,0,1,1,0,0,0
"Orekhovyy khleb",1978,68,NA,9.3,31,0,0,0,0,4.5,0,0,14.5,14.5,64.5,"",0,0,0,0,0,0,0
"Runaway Brain",1995,7,NA,7.3,67,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"",0,1,1,0,0,0,1
"Tomer Ve-Hasrutim",2001,57,NA,8.3,7,14.5,0,0,0,0,0,0,0,44.5,44.5,"",0,0,0,0,1,0,0
"Taipin tienguo",1996,118,NA,6.9,20,4.5,0,0,0,0,14.5,24.5,34.5,24.5,14.5,"",0,0,1,0,0,0,0
"Dr. Who and the Daleks",1965,82,NA,5.4,444,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Virtue",1932,68,NA,5.2,13,0,0,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,"",0,0,0,1,0,0,0
"Weird Woman",1944,63,NA,6.2,40,4.5,4.5,4.5,4.5,14.5,4.5,24.5,14.5,14.5,14.5,"",0,0,0,0,0,0,0
"Heat After Dark",1996,50,NA,6,29,4.5,0,4.5,4.5,14.5,24.5,24.5,14.5,0,4.5,"",1,0,0,0,0,0,0
"Jimmy Ritz",2000,16,NA,7.3,5,0,0,0,0,24.5,24.5,0,24.5,0,44.5,"",0,0,0,0,0,0,1
"Cover Girl",1944,107,NA,7.2,361,0,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,0,0,0,0
"Quartett im Bett",1968,92,NA,3.9,6,0,34.5,0,34.5,0,0,14.5,0,0,14.5,"",0,0,1,0,0,0,0
"Metropolitan",1935,79,NA,5.5,18,0,14.5,0,14.5,14.5,4.5,24.5,24.5,0,4.5,"",0,0,0,1,0,0,0
"Night Eyes",1990,90,NA,3.5,149,14.5,14.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Black Friday",1940,70,NA,6.1,112,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0
"Controlled Chaos",2003,93,NA,5.1,11,14.5,0,0,24.5,0,0,0,24.5,4.5,14.5,"R",0,0,1,1,0,0,0
"Baddegama",1980,130,NA,9.1,7,0,0,0,0,0,0,0,44.5,0,45.5,"",0,0,0,0,0,0,0
"Satan in High Heels",1962,90,NA,7.6,27,4.5,4.5,0,4.5,0,4.5,14.5,14.5,14.5,34.5,"",0,0,0,1,0,0,0
"Billy Frankenstein",1998,100,NA,2,19,44.5,14.5,14.5,0,14.5,4.5,0,4.5,4.5,4.5,"",0,0,1,0,0,0,0
"Bunker, The",2001,92,NA,5.4,927,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Luxo Jr. in 'Surprise' and 'Light & Heavy'",1991,1,NA,8.8,30,0,0,0,0,4.5,4.5,14.5,4.5,4.5,64.5,"",0,1,0,0,0,0,1
"Red Desert Penitentiary",1985,104,NA,4,5,0,0,24.5,24.5,0,44.5,0,0,0,24.5,"",0,0,1,0,0,0,0
"True Heart",1997,92,NA,4.6,129,4.5,14.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,14.5,"PG",0,0,0,1,0,0,0
"Preferisco il rumore del mare",2000,84,NA,6.5,135,4.5,0,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"Evil, The",1978,89,NA,4.9,130,4.5,4.5,14.5,4.5,14.5,24.5,4.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"Afgrunden",1910,38,NA,6,37,4.5,4.5,0,0,14.5,14.5,34.5,14.5,4.5,14.5,"",0,0,0,0,0,0,1
"Trafic",2004,15,NA,7,20,4.5,4.5,0,0,14.5,0,34.5,14.5,4.5,24.5,"",0,0,0,0,0,0,1
"Abominable homme des douanes, L'",1963,86,NA,3.8,6,0,14.5,14.5,45.5,0,0,0,0,0,14.5,"",0,0,0,0,0,0,0
"Breezy",1973,108,NA,6.3,287,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,"",0,0,0,1,0,1,0
"Night Flier",1997,93,NA,5.4,1294,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Sklavenkarawane, Die",1958,99,NA,5.7,5,0,0,0,0,44.5,44.5,24.5,0,0,0,"",0,0,0,0,0,0,0
"Amato: A Love Affair with Opera",2001,66,NA,8.8,6,0,0,0,0,0,0,14.5,0,64.5,14.5,"",0,0,0,0,1,0,0
"Tableau ferraille",1998,92,NA,4.8,14,4.5,4.5,0,14.5,4.5,0,0,45.5,4.5,4.5,"",0,0,0,0,0,0,0
"Hidden, The",1997,3,NA,2.9,16,24.5,0,4.5,0,4.5,4.5,4.5,4.5,14.5,34.5,"",0,0,0,0,0,0,1
"Brodvey. Chernoe more",2002,84,NA,8.4,6,0,0,0,0,0,0,0,45.5,45.5,0,"",0,0,0,0,1,0,0
"Sexual Roulette",1996,80,NA,3.1,55,14.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,"",0,0,0,1,0,0,0
"Wild Geese Calling",1941,77,NA,6,8,0,0,0,14.5,14.5,24.5,24.5,14.5,14.5,0,"",0,0,0,1,0,0,0
"Twilight",1998,94,NA,6.1,2220,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Come On, Tarzan",1932,61,NA,4.6,5,0,0,0,44.5,44.5,0,0,24.5,0,0,"",0,0,0,0,0,0,0
"Vital Signs",1990,103,NA,4.9,167,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",0,0,0,1,0,0,0
"Grand carnaval, Le",1983,130,NA,5.7,35,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,4.5,"",0,0,1,0,0,0,0
"Angela",1995,99,NA,6,157,4.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,24.5,"",0,0,0,1,0,0,0
"Victor... pendant qu'il est trop tard",1998,88,NA,6.2,53,0,0,0,0,14.5,24.5,34.5,24.5,4.5,4.5,"",0,0,0,1,0,0,0
"Primary Colors",1998,143,65000000,6.8,7756,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Every Day Except Christmas",1957,37,NA,5.2,13,0,0,0,34.5,0,4.5,4.5,24.5,4.5,24.5,"",0,0,0,0,1,0,1
"Facing the Enemy",2001,98,NA,5,67,4.5,4.5,14.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"I Don't Scare",1956,6,NA,5.3,17,0,0,0,4.5,34.5,34.5,4.5,4.5,4.5,4.5,"",0,1,1,0,0,0,1
"Tausend Augen",1984,85,NA,4.2,18,0,24.5,14.5,14.5,0,24.5,4.5,0,4.5,14.5,"",0,0,0,0,0,0,0
"Gang des otages, Le",1973,90,NA,5.6,5,0,24.5,0,0,0,44.5,24.5,24.5,0,0,"",0,0,0,0,0,0,0
"Two Weeks in Another Town",1962,107,NA,6.3,206,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0
"Gaichu",2001,92,NA,6.8,72,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,4.5,24.5,"",0,0,0,1,0,0,0
"Ritos sexuales del diablo, Los",1980,84,NA,2.7,35,14.5,24.5,4.5,14.5,4.5,4.5,14.5,4.5,4.5,0,"",0,0,0,0,0,0,0
"Posutoman burusu",1997,110,NA,7.5,323,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,24.5,"",1,0,1,1,0,0,0
"Golden Girl",1951,108,NA,5.3,38,4.5,0,4.5,4.5,24.5,4.5,14.5,14.5,4.5,24.5,"",0,0,0,0,0,0,0
"Bagdad",1949,82,NA,4.9,43,4.5,4.5,4.5,14.5,34.5,14.5,14.5,4.5,4.5,4.5,"",0,0,0,0,0,0,0
"Endstation: Paradies",2000,7,NA,8.7,7,0,0,0,0,0,14.5,14.5,0,74.5,0,"",0,1,0,0,0,0,1
"Junction 88",1947,60,NA,6.8,5,0,0,0,0,0,24.5,44.5,24.5,0,24.5,"",0,0,0,0,0,0,0
"Amerikanskiy dedushka",1993,80,NA,4.8,7,14.5,14.5,14.5,0,24.5,24.5,0,0,0,0,"",0,0,1,0,0,0,0
"Wild Horse Hank",1979,94,NA,4.2,37,14.5,0,14.5,14.5,24.5,4.5,14.5,0,0,14.5,"",0,0,0,1,0,0,0
"Pakeezah",1971,146,NA,7,147,4.5,4.5,0,4.5,4.5,4.5,4.5,14.5,4.5,45.5,"",0,0,0,1,0,1,0
"Mort d'un pourri",1977,120,NA,6.5,193,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"Felicity",1979,90,NA,4,45,14.5,0,4.5,4.5,24.5,4.5,14.5,4.5,4.5,24.5,"",0,0,0,0,0,0,0
"Step Into Liquid",2003,88,NA,7.3,497,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,24.5,"PG",0,0,0,0,1,0,0
"24/24",2001,11,NA,4.8,9,24.5,0,0,0,14.5,14.5,14.5,14.5,0,34.5,"",0,0,0,0,0,0,1
"Red Serpent",2002,90,NA,2.6,39,34.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"",1,0,0,0,0,0,0
"Cariocas, As",1966,110,NA,8.4,13,0,0,0,0,0,4.5,14.5,34.5,34.5,14.5,"",0,0,1,0,0,0,0
"Pink Paradise",1967,6,NA,5.6,7,0,0,0,0,24.5,74.5,0,0,0,0,"",0,1,0,0,0,0,1
"For Caroline",2002,18,60000,6.7,19,0,0,0,4.5,4.5,14.5,14.5,14.5,14.5,34.5,"",0,0,0,1,0,0,1
"Shirat Ha'Sirena",1994,90,NA,5.7,43,4.5,0,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"",0,0,1,0,0,1,0
"Bloodbrothers",1978,117,NA,5.1,136,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0
"Out of the Cold",1999,111,NA,5.6,58,4.5,4.5,14.5,4.5,4.5,14.5,14.5,4.5,4.5,24.5,"R",0,0,0,1,0,0,0
"Gendai yakuza: hito-kiri yota",1972,95,NA,7.6,88,0,0,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"",1,0,0,0,0,0,0
"Violent Playground",1958,108,NA,6.1,24,0,0,0,0,14.5,4.5,24.5,4.5,14.5,24.5,"",0,0,0,1,0,0,0
"Dead of Winter",1987,100,NA,6.2,389,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"Running Out",2001,97,50000,7.6,73,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,"",0,0,0,0,0,0,0
"Day of the Evil Gun",1968,90,NA,5.7,126,4.5,0,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"Leatherneck, The",1929,65,NA,6.8,5,0,0,0,24.5,0,24.5,24.5,44.5,0,0,"",0,0,0,0,0,0,0
"One More Time",1931,7,NA,6.3,17,0,0,0,0,14.5,44.5,4.5,24.5,0,4.5,"",0,1,1,0,0,0,1
"Turn of the Screw, The",1994,95,NA,4.9,123,4.5,4.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"Breath",2000,2,NA,5.9,20,0,0,4.5,14.5,14.5,34.5,34.5,0,14.5,0,"",0,0,0,0,0,0,0
"Pluto's Judgement Day",1935,7,NA,7.1,68,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,"",0,1,1,0,0,0,1
"Thirteen Women",1932,59,NA,6.2,79,0,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"",0,0,0,1,0,0,0
"Finding Graceland",1998,106,10000000,6.6,504,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"PG-13",0,0,0,1,0,0,0
"Blue in Green",2005,91,50000,9.1,13,4.5,0,0,0,0,0,0,4.5,4.5,74.5,"",0,0,0,1,0,0,0
"Gambler Wore a Gun, The",1961,64,NA,6.3,11,0,0,14.5,4.5,4.5,14.5,24.5,4.5,4.5,0,"",0,0,0,0,0,0,0
"Black Horse Canyon",1954,81,NA,5.6,13,0,0,4.5,0,14.5,34.5,14.5,0,14.5,14.5,"",0,0,0,0,0,0,0
"North Sea Hijack",1980,99,NA,6.2,577,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,0,0,0,0
"Correre contro",1996,93,NA,8,9,14.5,0,0,0,0,0,0,34.5,34.5,24.5,"",0,0,0,1,0,0,0
"Fright",1971,87,NA,5,81,4.5,4.5,14.5,4.5,14.5,24.5,14.5,4.5,4.5,14.5,"",0,0,0,0,0,0,0
"Embrassez qui vous voudrez",2002,103,NA,7.1,556,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"",0,0,1,0,0,0,0
"Missamma",1955,181,NA,6.9,17,4.5,0,0,0,4.5,0,0,0,4.5,84.5,"",0,0,1,1,0,0,0
"Whoever Slew Auntie Roo?",1971,91,NA,5.3,134,4.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,4.5,14.5,"",0,0,0,0,0,0,0
"Haut bas fragile",1995,169,NA,7.9,104,4.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,24.5,24.5,"",0,0,1,0,0,0,0
"Up Close & Personal",1996,124,60000000,5.7,3201,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,0,1,0,1,0
"Occidente",2000,93,NA,7.3,7,0,0,0,0,14.5,24.5,0,44.5,0,14.5,"",0,0,0,1,0,0,0
"Smallest Show on Earth, The",1957,80,NA,6.6,235,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,0,0,1,0
"Buying the Cow",2002,88,NA,5.6,936,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Odds 777",1932,91,NA,5,10,0,0,14.5,14.5,14.5,14.5,45.5,14.5,0,0,"",0,0,0,0,0,0,0
"Territory, The",1981,100,NA,6.6,5,0,24.5,0,0,0,24.5,24.5,24.5,0,24.5,"",0,0,0,1,0,0,0
"Straight in the Face",2002,13,NA,7.4,14,4.5,0,4.5,0,0,24.5,24.5,24.5,4.5,4.5,"",0,0,1,0,0,0,1
"Under Hellgate Bridge",2000,90,NA,4.6,123,14.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,0,1,0,0,0
"I Was Happy Here",1965,91,NA,6.7,18,0,0,0,0,4.5,34.5,34.5,24.5,0,0,"",0,0,0,1,0,0,0
"Olsen-banden i Jylland",1971,101,NA,6.8,177,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,0,0,0,0
"Lo chiameremo Andrea",1972,100,NA,6.8,8,0,0,24.5,0,0,14.5,24.5,14.5,0,24.5,"",0,0,1,0,0,0,0
"Brooklyn Sonnet",2000,95,NA,5.9,25,4.5,0,0,14.5,14.5,24.5,24.5,0,0,24.5,"R",1,0,0,1,0,0,0
"Maulkorb, Der",1958,95,NA,7.5,7,0,0,0,0,0,14.5,24.5,24.5,14.5,14.5,"",0,0,0,0,0,0,0
"Girl's Best Years, A",1937,19,NA,5.2,9,0,0,0,24.5,34.5,24.5,14.5,0,14.5,0,"",0,0,1,0,0,1,1
"Jericho Mansions",2003,98,NA,5,139,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Carousel",1956,128,NA,7.1,810,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"",0,0,0,0,0,1,0
